,model_name,epoch,loss,acc,val_loss,val_acc,f1,recall
0,IDCNNCRF2,1,0.03281438440652267,0.9764258567431258,-0.016119270294004555,0.9813033946792015,,
0,IDCNNCRF2,2,-0.08688718409755387,0.9903403606583873,-0.10109916191012433,0.9815514617178203,,
0,IDCNNCRF2,3,-0.1844210238398125,0.9915589560157424,-0.1930029127536029,0.9816085392479634,,
0,IDCNNCRF2,4,-0.2836159344909384,0.9922900291406093,-0.29087865099821353,0.9818912089331459,,
0,IDCNNCRF2,5,-0.38248118101721706,0.9927847429362499,-0.3784416411711958,0.9816972940666129,,
0,IDCNNCRF2,6,-0.48089084554793815,0.9930935559962183,-0.46504048336057885,0.9803598794386236,0.857422927768571,0.8328237054634808
